A79849
A79851
A79863
A99244
AB000604	BAA75824	gb|AB000604:4-1128	BAA75825	(gb|AB000604:4-731, 960)	BAA75826	gb|AB000604:709-1128
AB000605	BAA75827	gb|AB000605:4-1128	BAA75828	(gb|AB000605:4-731, 960)	BAA75829	gb|AB000605:709-1128
AB000606	BAA75830	gb|AB000606:4-1128	BAA75831	(gb|AB000606:4-731, 960)	BAA75832	gb|AB000606:709-1128
AB000607	BAA75833	gb|AB000607:4-1128	BAA75834	(gb|AB000607:4-731, 960)	BAA75835	gb|AB000607:709-1128
AB000608	BAA75836	gb|AB000608:4-1128	BAA75837	(gb|AB000608:4-731, 960)	BAA75838	gb|AB000608:709-1128
AB000609	BAA75839	gb|AB000609:4-1128	BAA75840	(gb|AB000609:4-731, 960)	BAA75841	gb|AB000609:709-1128
AB000610	BAA75842	gb|AB000610:4-1128	BAA75843	(gb|AB000610:4-731, 960)	BAA75844	gb|AB000610:709-1128
AB000611	BAA75845	gb|AB000611:4-1128	BAA75846	(gb|AB000611:4-731, 960)	BAA75847	gb|AB000611:709-1128
AB000612	BAA75848	gb|AB000612:5-1129	BAA75849	(gb|AB000612:5-732, 961)	BAA75850	gb|AB000612:710-1129
AB000613	BAA75851	gb|AB000613:4-1128	BAA75852	(gb|AB000613:4-731, 960)	BAA75853	gb|AB000613:709-1128
AB000614	BAA75854	gb|AB000614:4-1128	BAA75855	(gb|AB000614:4-731, 960)	BAA75856	gb|AB000614:709-1128
AB000720	BAA75857	gb|AB000720:4-1128	BAA75858	(gb|AB000720:4-731, 960)	BAA75859	gb|AB000720:709-1128
AB000721	BAA75860	gb|AB000721:5-1129	BAA75861	(gb|AB000721:5-732, 961)	BAA75862	gb|AB000721:710-1129
AB000722	BAA75863	gb|AB000722:4-1128	BAA75864	(gb|AB000722:4-731, 960)	BAA75865	gb|AB000722:709-1128
AB000723	BAA75866	gb|AB000723:4-1128	BAA75867	(gb|AB000723:4-731, 960)	BAA75868	gb|AB000723:709-1128
AB000724	BAA75869	gb|AB000724:4-1128	BAA75870	(gb|AB000724:4-731, 960)	BAA75871	gb|AB000724:709-1128
AB000725	BAA75872	gb|AB000725:4-1128	BAA75873	(gb|AB000725:4-731, 960)	BAA75874	gb|AB000725:709-1128
AB000726	BAA75875	gb|AB000726:5-1129	BAA75876	(gb|AB000726:5-732, 961)	BAA75877	gb|AB000726:710-1129
AB000727	BAA75878	gb|AB000727:5-1129	BAA75879	(gb|AB000727:5-732, 961)	BAA75880	gb|AB000727:710-1129
AB000728	BAA75881	gb|AB000728:4-1128	BAA75882	(gb|AB000728:4-731, 960)	BAA75883	gb|AB000728:709-1128
AB002469	BAA19602	(gb|AB002469:23-209, 523-884)	BAA19603	gb|AB002469:23-763
AB013806	BAA77284	gb|AB013806:<1->710
CY003684	ABB03117	gb|CY003684:27-719	ABB03118	(gb|CY003684:27-56, 529-864)
CY003685	ABB03119	gb|CY003685:13-2163
CY003686	ABB03120	gb|CY003686:13-2286	ABB03121	gb|CY003686:107-379
CY003687	ABB03122	gb|CY003687:16-2295
CY003688	ABB03123	gb|CY003688:3-1700
CY003689	ABB03124	gb|CY003689:22-780	ABB03125	(gb|CY003689:22-47, 736-1003)
CY003690	ABB03126	gb|CY003690:19-1431
CY003691	ABB03127	gb|CY003691:46-1542
CY003692	ABB03128	gb|CY003692:26-718	ABB03129	(gb|CY003692:26-55, 528-863)
CY003693	ABB03130	gb|CY003693:21-2171
CY003694	ABB03131	gb|CY003694:22-2295	ABB03132	gb|CY003694:116-289
CY003695	ABB03133	gb|CY003695:24-2303
CY003696	ABB03134	gb|CY003696:22-1719
CY003697	ABB03135	gb|CY003697:14-772	ABB03136	(gb|CY003697:14-39, 728-995)
CY003698	ABB03137	gb|CY003698:8-1417
CY003699	ABB03138	gb|CY003699:23-1519
CY003700	ABB03139	gb|CY003700:15-707	ABB03140	(gb|CY003700:15-44, 517-852)
CY003701	ABB03141	gb|CY003701:1-2151
CY003702	ABB03142	gb|CY003702:7-2280	ABB03143	gb|CY003702:101-373
CY003703	ABB03144	gb|CY003703:4-2283
CY003704	ABB03145	gb|CY003704:22-1719
CY003705	ABB03146	gb|CY003705:22-780	ABB03147	(gb|CY003705:22-47, 736-1003)
CY003706	ABB03148	gb|CY003706:8-1420
CY003707	ABB03149	gb|CY003707:46-1542
CY003708	ABB03150	gb|CY003708:27-719	ABB03151	(gb|CY003708:27-56, 529-864)
CY003709	ABB03152	gb|CY003709:21-2171
CY003710	ABB03153	gb|CY003710:25-2298	ABB03154	gb|CY003710:119-292
CY003711	ABB03155	gb|CY003711:24-2303
CY003712	ABB04906	gb|CY003712:18-1718
CY003713	ABB04907	gb|CY003713:24-782	ABB04908	(gb|CY003713:24-49, 738-1005)
CY003714	ABB04909	gb|CY003714:19-1428
CY003715	ABB04910	gb|CY003715:34-1530
CY003716	ABB04911	gb|CY003716:27-719	ABB04912	(gb|CY003716:27-56, 529-864)
CY003717	ABB04913	gb|CY003717:23-2173
CY003718	ABB04914	gb|CY003718:13-2286	ABB04915	gb|CY003718:107-379
CY003719	ABB04916	gb|CY003719:26-2305
CY003720	ABB04917	gb|CY003720:8-1708
CY003721	ABB04918	gb|CY003721:14-772	ABB04919	(gb|CY003721:14-39, 728-995)
CY003722	ABB04920	gb|CY003722:11-1420
CY003723	ABB04921	gb|CY003723:22-1518
CY003724	ABB04922	gb|CY003724:15-728	ABB04923	(gb|CY003724:15-44, 517-852)
CY003725	ABB04924	gb|CY003725:13-2163
CY003726	ABB04925	gb|CY003726:7-2280	ABB04926	gb|CY003726:101-373
CY003727	ABB04927	gb|CY003727:16-2295
CY003728	ABB04928	gb|CY003728:9-1709
CY003729	ABB04929	gb|CY003729:14-772	ABB04930	(gb|CY003729:14-39, 728-995)
CY003730	ABB04931	gb|CY003730:12-1421
CY003731	ABB04932	gb|CY003731:23-1519
CY003732	ABB04933	gb|CY003732:15-728	ABB04934	(gb|CY003732:15-44, 517-852)
CY003733	ABB04935	gb|CY003733:13-2163
CY003734	ABB04936	gb|CY003734:15-2288	ABB04937	gb|CY003734:109-381
CY003735	ABB04938	gb|CY003735:16-2295
CY003736	ABB04939	gb|CY003736:9-1709
CY003737	ABB04940	gb|CY003737:14-772	ABB04941	(gb|CY003737:14-39, 728-995)
CY003738	ABB04942	gb|CY003738:16-1425
CY003739	ABB04943	gb|CY003739:23-1519
CY003740	ABB04944	gb|CY003740:15-728	ABB04945	(gb|CY003740:15-44, 517-852)
CY003741	ABB04946	gb|CY003741:13-2163
CY003742	ABB04947	gb|CY003742:13-2286	ABB04948	gb|CY003742:107-379
CY003743	ABB04949	gb|CY003743:16-2295
CY003744	ABB04950	gb|CY003744:1-1701
CY003745	ABB04951	gb|CY003745:14-772	ABB04952	(gb|CY003745:14-39, 728-995)
CY003746	ABB04953	gb|CY003746:11-1420
CY003747	ABB04954	gb|CY003747:1-1497
CY003748	ABB04955	gb|CY003748:15-728	ABB04956	(gb|CY003748:15-44, 517-852)
CY003749	ABB04957	gb|CY003749:3-2153
CY003750	ABB04958	gb|CY003750:13-2286	ABB04959	gb|CY003750:107-379
CY003751	ABB04960	gb|CY003751:16-2295
CY003752	ABB04961	gb|CY003752:9-1709
CY003753	ABB04962	gb|CY003753:14-772	ABB04963	(gb|CY003753:14-39, 728->989)
CY003754	ABB04964	gb|CY003754:8-1417
CY003755	ABB04965	gb|CY003755:23-1519
CY003756	ABB04966	gb|CY003756:15-707	ABB04967	(gb|CY003756:15-44, 517-852)
CY003757	ABB04968	gb|CY003757:13-2163
CY003758	ABB04969	gb|CY003758:13-2286	ABB04970	gb|CY003758:107-379
CY003759	ABB04971	gb|CY003759:16-2295
CY003761	ABB04972	gb|CY003761:22-1719
CY003762	ABB04973	gb|CY003762:1-759	ABB04974	(gb|CY003762:1-26, 715-982)
CY003763	ABB04975	gb|CY003763:8-1417
CY003764	ABB04976	gb|CY003764:23-1519
CY003765	ABB04977	gb|CY003765:15-707	ABB04978	(gb|CY003765:15-44, 517-852)
CY003766	ABB04979	gb|CY003766:1-2151
CY003767	ABB04980	gb|CY003767:7-2280	ABB04981	gb|CY003767:101-373
CY003768	ABB04982	gb|CY003768:16-2295
CY003769	ABC40631	gb|CY003769:1-1698
CY003770	ABC40632	gb|CY003770:14-772	ABC40633	(gb|CY003770:14-39, 728-995)
CY003771	ABC40634	gb|CY003771:18-1427
CY003772	ABC40635	gb|CY003772:34-1530
CY003773	ABC40636	gb|CY003773:15-707	ABC40637	(gb|CY003773:15-44, 517-852)
CY003774	ABC40638	gb|CY003774:1-2151
CY003775	ABC40639	gb|CY003775:13-2286	ABC40640	gb|CY003775:107-379
CY003776	ABC40641	gb|CY003776:16-2295
CY003777	ABB04983	gb|CY003777:30-1730
CY003778	ABB04984	gb|CY003778:26-784	ABB04985	(gb|CY003778:26-51, 740-1007)
CY003779	ABB04986	gb|CY003779:17-1426
CY003780	ABB04987	gb|CY003780:44-1540
CY003781	ABB04988	gb|CY003781:25-717	ABB04989	(gb|CY003781:25-54, 527-862)
CY003782	ABB04990	gb|CY003782:25-2175
CY003783	ABB04991	gb|CY003783:13-2286	ABB04992	gb|CY003783:107-379
CY003784	ABB04993	gb|CY003784:27-2306
CY003785	ABB05183	gb|CY003785:9-1709
CY003786	ABB05184	gb|CY003786:25-783	ABB05185	(gb|CY003786:25-50, 739-1006)
CY003787	ABB05186	gb|CY003787:18-1427
CY003788	ABB05187	gb|CY003788:46->1541
CY003789	ABB05188	gb|CY003789:25-717	ABB05189	(gb|CY003789:25-54, 527-862)
CY003790	ABB05190	gb|CY003790:17-2167
CY003791	ABB05191	gb|CY003791:6-2279	ABB05192	gb|CY003791:100-372
CY003792	ABB05193	gb|CY003792:16-2295
CY003793	ABB05194	gb|CY003793:9-1709
CY003794	ABB05195	gb|CY003794:24-782	ABB05196	(gb|CY003794:24-49, 738-1005)
CY003795	ABB05197	gb|CY003795:<1-1409
CY003796	ABB05198	gb|CY003796:34-1530
CY003797	ABB05199	gb|CY003797:25-717	ABB05200	(gb|CY003797:25-54, 527-862)
CY003798	ABB05201	gb|CY003798:1-2151
CY003799	ABB05202	gb|CY003799:13-2286	ABB05203	gb|CY003799:107-379
CY003800	ABB05204	gb|CY003800:4-2283
CY003801	ABB05205	gb|CY003801:18-1718
CY003802	ABB05206	gb|CY003802:11-769	ABB05207	(gb|CY003802:11-36, 725-992)
CY003803	ABB05208	gb|CY003803:<1-1407
CY003804	ABB05209	gb|CY003804:34-1530
CY003805	ABB05210	gb|CY003805:15-707	ABB05211	(gb|CY003805:15-44, 517->822)
CY003806	ABB05212	gb|CY003806:1-2151
CY003807	ABB05213	gb|CY003807:13-2286	ABB05214	gb|CY003807:107-379
CY003808	ABB05215	gb|CY003808:26-2305
CY003809	ABB05216	gb|CY003809:18-1718
CY003810	ABB05217	gb|CY003810:24-782	ABB05218	(gb|CY003810:24-49, 738-1005)
CY003811	ABB05219	gb|CY003811:20-1429
CY003812	ABB05220	gb|CY003812:23-1519
CY003813	ABB05221	gb|CY003813:15-707	ABB05222	(gb|CY003813:15-44, 517->848)
CY003814	ABB05223	gb|CY003814:1-2151
CY003815	ABB05224	gb|CY003815:13-2286	ABB05225	gb|CY003815:107-379
CY003816	ABB05226	gb|CY003816:25-2304
CY003817	ABB04994	gb|CY003817:18-1718
CY003818	ABB04995	gb|CY003818:2-760	ABB04996	(gb|CY003818:2-27, 716-983)
CY003819	ABB04997	gb|CY003819:17-1426
CY003820	ABB04998	gb|CY003820:34-1530
CY003821	ABB04999	gb|CY003821:25-717	ABB05000	(gb|CY003821:25-54, 527-862)
CY003822	ABB05001	gb|CY003822:13-2163
CY003823	ABB05002	gb|CY003823:13-2286	ABB05003	gb|CY003823:107-379
CY003824	ABB05004	gb|CY003824:27-2306
CY003825	ABB05005	gb|CY003825:29-1729
CY003826	ABB05006	gb|CY003826:24-782	ABB05007	(gb|CY003826:24-49, 738-1005)
CY003827	ABB05008	gb|CY003827:8-1417
CY003828	ABB05009	gb|CY003828:34-1530
CY003829	ABB05010	gb|CY003829:15-707	ABB05011	(gb|CY003829:15-44, 517-852)
CY003830	ABB05012	gb|CY003830:13-2163
CY003831	ABB05013	gb|CY003831:13-2286	ABB05014	gb|CY003831:107-379
CY003832	ABB05015	gb|CY003832:26-2305
CY003833	ABB82194	gb|CY003833:32-1729
CY003834	ABB82195	gb|CY003834:22-780	ABB82196	(gb|CY003834:22-47, 736-1003)
CY003835	ABB82197	gb|CY003835:10-1422
CY003836	ABB82198	gb|CY003836:35-1531
CY003837	ABB82199	gb|CY003837:25-717	ABB82200	(gb|CY003837:25-54, 527-862)
CY003838	ABB82201	gb|CY003838:21-2171
CY003839	ABB82202	gb|CY003839:14-2287	ABB82203	gb|CY003839:108-281
CY003840	ABB82204	gb|CY003840:16-2295
CY003847	ABB17150	gb|CY003847:43-1731
CY003848	ABB17151	gb|CY003848:26-784	ABB17152	(gb|CY003848:26-51, 740-1007)
CY003849	ABB17153	gb|CY003849:19-1428
CY003850	ABB17154	gb|CY003850:46-1542
CY003851	ABB17155	gb|CY003851:27-719	ABB17156	(gb|CY003851:27-56, 529-864)
CY003852	ABB17157	gb|CY003852:25-2175
CY003853	ABB17158	gb|CY003853:25-2298	ABB17159	gb|CY003853:119-391
CY003854	ABB17160	gb|CY003854:28-2307
CY003855	ABB17670	gb|CY003855:43-1731
CY003856	ABB17671	gb|CY003856:26-784	ABB17672	(gb|CY003856:26-51, 740-1007)
CY003857	ABB17673	gb|CY003857:19-1431
CY003858	ABB17674	gb|CY003858:46-1542
CY003859	ABB17675	gb|CY003859:27-719	ABB17676	(gb|CY003859:27-56, 529-864)
CY003860	ABB17677	gb|CY003860:25-2175
CY003861	ABB17678	gb|CY003861:25-2298	ABB17679	gb|CY003861:119-391
CY003862	ABB17680	gb|CY003862:28-2307
CY003863	ABB17681	gb|CY003863:43-1731
CY003864	ABB17682	gb|CY003864:26-784	ABB17683	(gb|CY003864:26-51, 740-1007)
CY003865	ABB17684	gb|CY003865:19-1431
CY003866	ABB17685	gb|CY003866:46-1542
CY003867	ABB17686	gb|CY003867:27-719	ABB17687	(gb|CY003867:27-56, 529-864)
CY003868	ABB17688	gb|CY003868:25-2175
CY003869	ABB17689	gb|CY003869:25-2298	ABB17690	gb|CY003869:119-391
CY003870	ABB17691	gb|CY003870:28-2307
CY003871	ABB17692	gb|CY003871:43-1731
CY003872	ABB17693	gb|CY003872:26-784	ABB17694	(gb|CY003872:26-51, 740-1007)
CY003873	ABB17695	gb|CY003873:21-1442
CY003874	ABB17696	gb|CY003874:46-1542
CY003875	ABB17697	gb|CY003875:27-719	ABB17698	(gb|CY003875:27-56, 529-864)
CY003876	ABB17699	gb|CY003876:25-2175
CY003877	ABB17700	gb|CY003877:25-2298	ABB17701	gb|CY003877:119-391
CY003878	ABB17702	gb|CY003878:28-2307
CY003879	ABB17703	gb|CY003879:43-1731
CY003880	ABB17704	gb|CY003880:26-784	ABB17705	(gb|CY003880:26-51, 740-1007)
CY003881	ABB17706	gb|CY003881:19-1428
CY003882	ABB17707	gb|CY003882:46-1542
CY003883	ABB17708	gb|CY003883:27-719	ABB17709	(gb|CY003883:27-56, 529-864)
CY003884	ABB17710	gb|CY003884:25-2175
CY003885	ABB17711	gb|CY003885:25-2298	ABB17712	gb|CY003885:119-391
CY003886	ABB17713	gb|CY003886:28-2307
CY003887	ABB17714	gb|CY003887:43-1731
CY003888	ABB17715	gb|CY003888:26-784	ABB17716	(gb|CY003888:26-51, 740-1007)
CY003889	ABB17717	gb|CY003889:23-1435
CY003890	ABB17718	gb|CY003890:46-1542
CY003891	ABB17719	gb|CY003891:27-719	ABB17720	(gb|CY003891:27-56, 529-864)
CY003892	ABB17721	gb|CY003892:25-2175
CY003893	ABB17722	gb|CY003893:25-2298	ABB17723	gb|CY003893:119-391
CY003894	ABB17724	gb|CY003894:28-2307
CY003895	ABB86512	gb|CY003895:26-784	ABB86513	(gb|CY003895:26-51, 740-1007)
CY003896	ABB86514	gb|CY003896:20-1429
CY003897	ABB86515	gb|CY003897:46-1542
CY003898	ABB86516	gb|CY003898:27-719	ABB86517	(gb|CY003898:27-56, 529-864)
CY003899	ABB86518	gb|CY003899:25-2175
CY003900	ABB86519	gb|CY003900:25-2298	ABB86520	gb|CY003900:119-292
CY003901	ABB86521	gb|CY003901:28-2307
CY003902	ABB18132	gb|CY003902:26-784	ABB18133	(gb|CY003902:26-51, 740-1007)
CY003903	ABB18134	gb|CY003903:27-719	ABB18135	(gb|CY003903:27-56, 529-864)
CY003904	ABB18136	gb|CY003904:25-2175
CY003905	ABB18137	gb|CY003905:25-2298	ABB18138	gb|CY003905:119-391
CY003906	ABB18139	gb|CY003906:28-2307
CY003907	ABB18378	gb|CY003907:44-1732
CY003908	ABB18379	gb|CY003908:26-784	ABB18380	(gb|CY003908:26-51, 740-1007)
CY003909	ABB18381	gb|CY003909:21-1430
CY003910	ABB18382	gb|CY003910:46-1542
CY003911	ABB18383	gb|CY003911:27-719	ABB18384	(gb|CY003911:27-56, 529-864)
CY003912	ABB18385	gb|CY003912:25-2175
CY003913	ABB18387	gb|CY003913:28-2307
CY003914	ABB17725	gb|CY003914:44-1732
CY003915	ABB17726	gb|CY003915:26-784	ABB17727	(gb|CY003915:26-51, 740-1007)
CY003916	ABB17728	gb|CY003916:21-1433
CY003917	ABB17729	gb|CY003917:46-1542
CY003918	ABB17730	gb|CY003918:27-719	ABB17731	(gb|CY003918:27-56, 529-864)
CY003919	ABB17732	gb|CY003919:25-2175
CY003920	ABB17733	gb|CY003920:25-2298	ABB17734	gb|CY003920:119-391
CY003921	ABB17735	gb|CY003921:28-2307
CY003922	ABB17736	gb|CY003922:43-1731
CY003923	ABB17737	gb|CY003923:26-784	ABB17738	(gb|CY003923:26-51, 740-1007)
CY003924	ABB17739	gb|CY003924:23-1435
CY003925	ABB17740	gb|CY003925:46-1542
CY003926	ABB17741	gb|CY003926:27-719	ABB17742	(gb|CY003926:27-56, 529-864)
CY003927	ABB17743	gb|CY003927:25-2175
CY003928	ABB17744	gb|CY003928:25-2298	ABB17745	gb|CY003928:119-391
CY003929	ABB17746	gb|CY003929:28-2307
CY003930	ABB17747	gb|CY003930:26-784	ABB17748	(gb|CY003930:26-51, 740-1007)
CY003931	ABB17749	gb|CY003931:21-1430
CY003932	ABB17750	gb|CY003932:46-1542
CY003933	ABB17751	gb|CY003933:27-719	ABB17752	(gb|CY003933:27-56, 529-864)
CY003934	ABB17753	gb|CY003934:25-2175
CY003935	ABB17754	gb|CY003935:25-2298	ABB17755	gb|CY003935:119-391
CY003936	ABB17756	gb|CY003936:43-1731
CY003937	ABB17757	gb|CY003937:26-784	ABB17758	(gb|CY003937:26-51, 740-1007)
CY003938	ABB17759	gb|CY003938:19-1428
CY003939	ABB17760	gb|CY003939:46-1542
CY003940	ABB17761	gb|CY003940:27-719	ABB17762	(gb|CY003940:27-56, 529-864)
CY003941	ABB17763	gb|CY003941:25-2175
CY003942	ABB17764	gb|CY003942:25-2298	ABB17765	gb|CY003942:119-391
CY003943	ABB17766	gb|CY003943:28-2307
CY003944	ABB17813	gb|CY003944:43-1731
CY003945	ABB17814	gb|CY003945:26-784	ABB17815	(gb|CY003945:26-51, 740-1007)
CY003946	ABB17816	gb|CY003946:19-1428
CY003947	ABB17817	gb|CY003947:46-1542
CY003948	ABB17818	gb|CY003948:27-719	ABB17819	(gb|CY003948:27-56, 529-864)
CY003949	ABB17820	gb|CY003949:25-2175
CY003950	ABB17821	gb|CY003950:25-2298	ABB17822	gb|CY003950:119-391
CY003951	ABB17823	gb|CY003951:28-2307
CY003952	ABB18025	gb|CY003952:43-1731
CY003953	ABB18026	gb|CY003953:26-784	ABB18027	(gb|CY003953:26-51, 740-1007)
CY003954	ABB18028	gb|CY003954:21-1442
CY003955	ABB18029	gb|CY003955:46-1542
CY003956	ABB18030	gb|CY003956:27-719	ABB18031	(gb|CY003956:27-56, 529-864)
CY003957	ABB18032	gb|CY003957:25-2175
CY003958	ABB18033	gb|CY003958:25-2298	ABB18034	gb|CY003958:119-391
CY003959	ABB18035	gb|CY003959:28-2307
CY003960	ABB18036	gb|CY003960:43-1731
CY003961	ABB18037	gb|CY003961:26-784	ABB18038	(gb|CY003961:26-51, 740-1007)
CY003962	ABB18039	gb|CY003962:19-1431
CY003963	ABB18040	gb|CY003963:46-1542
CY003964	ABB18041	gb|CY003964:27-719	ABB18042	(gb|CY003964:27-56, 529-864)
CY003965	ABB18043	gb|CY003965:25-2175
CY003966	ABB18044	gb|CY003966:25-2298	ABB18045	gb|CY003966:119-391
CY003967	ABB18046	gb|CY003967:28-2307
CY003968	ABB18047	gb|CY003968:43-1731
CY003969	ABB18048	gb|CY003969:26-784	ABB18049	(gb|CY003969:26-51, 740-1007)
CY003970	ABB18050	gb|CY003970:19-1428
CY003971	ABB18051	gb|CY003971:46-1542
CY003972	ABB18052	gb|CY003972:27-719	ABB18053	(gb|CY003972:27-56, 529-864)
CY003973	ABB18054	gb|CY003973:25-2175
CY003974	ABB18055	gb|CY003974:25-2298	ABB18056	gb|CY003974:119-391
CY003975	ABB18057	gb|CY003975:28-2307
CY003976	ABB18058	gb|CY003976:43-1731
CY003977	ABB18059	gb|CY003977:26-784	ABB18060	(gb|CY003977:26-51, 740-1007)
CY003978	ABB18061	gb|CY003978:19-1428
CY003979	ABB18062	gb|CY003979:46-1542
CY003980	ABB18063	gb|CY003980:27-719	ABB18064	(gb|CY003980:27-56, 529-864)
CY003981	ABB18065	gb|CY003981:25-2175
CY003982	ABB18066	gb|CY003982:25-2298	ABB18067	gb|CY003982:119-391
CY003983	ABB18068	gb|CY003983:28-2307
CY003984	ABB18069	gb|CY003984:43-1731
CY003985	ABB18070	gb|CY003985:26-784	ABB18071	(gb|CY003985:26-51, 740-1007)
CY003986	ABB18072	gb|CY003986:22-1434
CY003987	ABB18073	gb|CY003987:46-1542
CY003988	ABB18074	gb|CY003988:27-719	ABB18075	(gb|CY003988:27-56, 529-864)
CY003989	ABB18076	gb|CY003989:25-2175
CY003990	ABB18077	gb|CY003990:25-2298	ABB18078	gb|CY003990:119-391
CY003991	ABB18079	gb|CY003991:28-2307
CY003992	ABB18080	gb|CY003992:43-1731
CY003993	ABB18081	gb|CY003993:26-784	ABB18082	(gb|CY003993:26-51, 740-1007)
CY003994	ABB18083	gb|CY003994:19-1428
CY003995	ABB18084	gb|CY003995:46-1542
CY003996	ABB18085	gb|CY003996:27-719	ABB18086	(gb|CY003996:27-56, 529-864)
CY003997	ABB18087	gb|CY003997:25-2175
CY003998	ABB18088	gb|CY003998:25-2298	ABB18089	gb|CY003998:119-391
CY003999	ABB18090	gb|CY003999:28-2307
CY004000	ABB18392	gb|CY004000:26-784	ABB18393	(gb|CY004000:26-51, 740-1007)
CY004001	ABB18394	gb|CY004001:20-1429
CY004002	ABB18395	gb|CY004002:46-1542
CY004003	ABB18396	gb|CY004003:27-719	ABB18397	(gb|CY004003:27-56, 529-864)
CY004004	ABB18398	gb|CY004004:25-2175
CY004005	ABB18399	gb|CY004005:25-2298	ABB18400	gb|CY004005:119-391
CY004006	ABB18401	gb|CY004006:28-2307
CY004007	ABB18403	gb|CY004007:26-784	ABB18404	(gb|CY004007:26-51, 740-1007)
CY004008	ABB18405	gb|CY004008:46-1542
CY004009	ABB18406	gb|CY004009:25-2175
CY004010	ABB18407	gb|CY004010:25-2298	ABB18408	gb|CY004010:119-391
CY004011	ABB18409	gb|CY004011:28-2307
CY004012	ABB18477	gb|CY004012:26-784	ABB18478	(gb|CY004012:26-51, 740-1007)
CY004013	ABB18479	gb|CY004013:21-1442
CY004014	ABB18480	gb|CY004014:46-1542
CY004015	ABB18481	gb|CY004015:27-719	ABB18482	(gb|CY004015:27-56, 529-864)
CY004016	ABB18483	gb|CY004016:25-2175
CY004017	ABB18484	gb|CY004017:25-2298	ABB18485	gb|CY004017:119-391
CY004018	ABB18486	gb|CY004018:28-2307
CY004019	ABB18952	gb|CY004019:26-784	ABB18953	(gb|CY004019:26-51, 740-1007)
CY004020	ABB18954	gb|CY004020:20-1429
CY004021	ABB18955	gb|CY004021:46-1542
CY004022	ABB18956	gb|CY004022:27-719	ABB18957	(gb|CY004022:27-56, 529-864)
CY004023	ABB18958	gb|CY004023:25-2175
CY004024	ABB18959	gb|CY004024:25-2298	ABB18960	gb|CY004024:119-391
CY004025	ABB18961	gb|CY004025:28-2307
CY004026	ABB18963	gb|CY004026:26-784	ABB18964	(gb|CY004026:26-51, 740-1007)
CY004027	ABB18965	gb|CY004027:20-1429
CY004028	ABB18966	gb|CY004028:46-1542
CY004029	ABB18967	gb|CY004029:27-719	ABB18968	(gb|CY004029:27-56, 529-864)
CY004030	ABB18969	gb|CY004030:25-2175
CY004031	ABB18970	gb|CY004031:25-2298	ABB18971	gb|CY004031:119-391
CY004032	ABB18972	gb|CY004032:28-2307
CY004033	ABB18386	gb|CY004033:25-2298	ABW82009	gb|CY004033:233-391
CY004034	ABB18391	gb|CY004034:18-1718
CY004035	ABB18402	gb|CY004035:18-1718
CY004036	ABB18476	gb|CY004036:18-1718
CY004037	ABB18951	gb|CY004037:18-1718
CY004038	ABB18962	gb|CY004038:18-1718
CY004039	ABB18973	gb|CY004039:18-1718
CY004040	ABB18974	gb|CY004040:26-784	ABB18975	(gb|CY004040:26-51, 740-1007)
CY004041	ABB18976	gb|CY004041:20-1429
CY004042	ABB18977	gb|CY004042:28-2307
CY004043	ABB18978	gb|CY004043:18-1718
CY004044	ABB18979	gb|CY004044:26-784	ABB18980	(gb|CY004044:26-51, 740-1007)
CY004045	ABB18981	gb|CY004045:20-1429
CY004046	ABB18982	gb|CY004046:46-1542
CY004047	ABB18983	gb|CY004047:27-719	ABB18984	(gb|CY004047:27-56, 529-864)
CY004048	ABB18985	gb|CY004048:25-2298	ABB18986	gb|CY004048:119-391
CY004049	ABB18987	gb|CY004049:28-2307
CY004050	ABB18988	gb|CY004050:20-1429
CY004051	ABB18989	gb|CY004051:46-1542
CY004052	ABB18990	gb|CY004052:27-719	ABB18991	(gb|CY004052:27-56, 529-864)
CY004053	ABB18992	gb|CY004053:25-2298	ABB18993	gb|CY004053:119-391
CY004054	ABB18994	gb|CY004054:18-1718
CY004055	ABB18995	gb|CY004055:26-784	ABB18996	(gb|CY004055:26-51, 740-1007)
CY004056	ABB18997	gb|CY004056:21-1433
CY004057	ABB18998	gb|CY004057:46-1542
CY004058	ABB18999	gb|CY004058:27-719	ABB19000	(gb|CY004058:27-56, 529-864)
CY004059	ABB19001	gb|CY004059:25-2175
CY004060	ABB19002	gb|CY004060:25-2298	ABB19003	gb|CY004060:119-391
CY004061	ABB19004	gb|CY004061:28-2307
CY004062	ABB19005	gb|CY004062:26-784	ABB19006	(gb|CY004062:26-51, 740-1007)
CY004063	ABB19007	gb|CY004063:46-1542
CY004064	ABB19008	gb|CY004064:27-719	ABB19009	(gb|CY004064:27-56, 529-864)
CY004065	ABB19010	gb|CY004065:28-2307
CY004066	ABB19011	gb|CY004066:18-1718
CY004067	ABB19012	gb|CY004067:26-784	ABB19013	(gb|CY004067:26-51, 740-1007)
CY004068	ABB19014	gb|CY004068:46-1542
CY004069	ABB19015	gb|CY004069:27-719	ABB19016	(gb|CY004069:27-56, 529-864)
CY004070	ABB19017	gb|CY004070:25-2298	ABB19018	gb|CY004070:119-391
CY004071	ABB19019	gb|CY004071:28-2307
CY004072	ABB19020	gb|CY004072:18-1718
CY004073	ABB19021	gb|CY004073:26-784	ABB19022	(gb|CY004073:26-51, 740-1007)
CY004074	ABB19023	gb|CY004074:46-1542
CY004075	ABB19024	gb|CY004075:27-719	ABB19025	(gb|CY004075:27-56, 529-864)
CY004076	ABB19026	gb|CY004076:18-1718
